fecha,hora,puerto,mmsi,nombre,distancia_m,zona,lat,lon
2026-08-13,04:00:14,R.h.a.s.a. - Pobater,352006389,HAKATAJIMA SUNSHINE,358.3,DelGuazu
2026-08-13,04:00:14,Puerto Zárate,636016606,GOODWOOD,175.1,DelGuazu
2026-08-13,04:00:14,Puerto Ibicuy,352002114,BEYOND 2,69.2,DelGuazu
2026-08-13,04:00:14,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.1,DelGuazu
2026-08-13,04:00:14,Puerto Dock Sud,352287000,,495.8,Braga
2026-08-13,04:00:14,Puerto Dock Sud,701153000,PAULINO C,85.3,Braga
2026-08-13,04:00:14,Puerto Zárate,636016606,,175.1,Braga
2026-08-13,04:00:14,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.1,Braga
2026-08-13,04:00:14,Puerto Buenos Aires,755164000,BELEN B,362.6,Braga
2026-08-13,04:00:14,Puerto Dock Sud,701006380,GUSTAVO U,192.9,Braga
2026-08-13,04:10:12,Terminal 6 S.A. Muelle Sur,412523890,YU LONG LING,127.8,SanLorenzo
2026-08-13,04:10:12,Shell C.a.p.s.a.,701138000,POLARIS,196.5,SanLorenzo
2026-08-13,04:10:12,Cofco S.A.,352003111,KS CAMELLIA,141.0,SanLorenzo
2026-08-13,04:10:12,Cofco S.A.,701006742,DON JUAN N,244.2,SanLorenzo
2026-08-13,04:10:12,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,107.5,SanLorenzo
2026-08-13,04:10:12,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,100.3,SanLorenzo
2026-08-13,04:10:12,Axion San Lorenzo,538009801,HELIOS,156.1,SanLorenzo
2026-08-13,04:10:12,Vicentin S.A.I.C,371383000,FJ RUBY,206.7,SanLorenzo
2026-08-13,04:10:12,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,226.7,SanLorenzo
2026-08-13,04:10:12,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,93.1,SanLorenzo
2026-08-13,04:10:12,Petrobras - Oil Combustible,248791000,AYANE,172.9,SanLorenzo
2026-08-13,04:10:12,Terminal Chacabuco YPF,701001307,MAX DREAM,98.6,SanLorenzo
2026-08-13,04:10:12,Central Termoeléctrica Timbués Renova,403698000,ALJAZI,154.9,SanLorenzo
2026-08-13,04:10:12,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,102.8,SanLorenzo
2026-08-13,04:10:12,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,285.4,SanLorenzo
2026-08-13,04:10:12,Aceitera General Deheza,477176800,MOUNT TARANAKI,222.2,SanLorenzo
2026-08-13,04:10:12,YPF Fluvial,701001056,ENRICO H,118.0,SanLorenzo
2026-08-13,04:10:12,Terminal 6 S.A. Muelle Norte,636017148,CONON,168.0,SanLorenzo
2026-08-13,04:10:12,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,394.0,SanLorenzo
2026-08-13,04:10:12,Terminal Chacabuco YPF,701001324,HALCON,117.6,SanLorenzo
2026-08-13,04:10:12,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,142.9,SanLorenzo
2026-08-13,04:10:12,Puerto Diamante,701006612,320 RIO PILCOMAYO,476.9,SanLorenzo
2026-08-13,04:10:12,Petrobras - Oil Combustible,755999997,VERONICA V,336.5,SanLorenzo
2026-08-13,04:10:12,Aceitera General Deheza,477176800,MOUNT TARANAKI,224.8,Rosario
2026-08-13,04:10:12,Cofco S.A.,352003111,KS CAMELLIA,141.0,Rosario
2026-08-13,04:10:12,Cofco S.A.,701006742,DON JUAN N,244.2,Rosario
2026-08-13,04:10:12,Unidad VI Servicios Portuarios S.A.,538009511,FAIRCHEM FYNBOS,177.8,Rosario
2026-08-13,04:10:12,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,107.5,Rosario
2026-08-13,04:10:12,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,100.3,Rosario
2026-08-13,04:10:12,Axion San Lorenzo,538009801,HELIOS,156.1,Rosario
2026-08-13,04:10:12,Vicentin S.A.I.C,371383000,FJ RUBY,206.7,Rosario
2026-08-13,04:10:12,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,226.7,Rosario
2026-08-13,04:10:12,Petrobras - Oil Combustible,248791000,AYANE,172.9,Rosario
2026-08-13,04:10:12,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,93.1,Rosario
2026-08-13,04:10:12,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,102.8,Rosario
2026-08-13,04:10:12,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,285.4,Rosario
2026-08-13,04:10:12,YPF Fluvial,701001056,ENRICO H,118.0,Rosario
2026-08-13,04:10:12,Puerto Villa Constitución Unidad II,701006679,COOPOR ESTIBADOR I,71.0,Rosario
2026-08-13,04:10:12,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,394.0,Rosario
2026-08-13,04:10:12,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,142.9,Rosario
2026-08-13,04:10:12,Petrobras - Oil Combustible,755999997,VERONICA V,336.5,Rosario
2026-08-13,04:10:12,Puerto Zárate,701006327,SAN ANTONIO,140.6,DelGuazu
2026-08-13,04:10:12,Siderca S.A.,352004044,KANAGI RIVER,424.8,DelGuazu
2026-08-13,04:10:12,Euroamercia S.A.,538011121,FEDERAL WISCONSIN,205.9,DelGuazu
2026-08-13,04:10:12,R.h.a.s.a. - Pobater,352006389,HAKATAJIMA SUNSHINE,356.0,DelGuazu
2026-08-13,04:10:12,R.h.a.s.a. - Pobater,701006437,TITAN,162.4,DelGuazu
2026-08-13,04:10:12,Puerto Zárate,636016606,GOODWOOD,176.4,DelGuazu
2026-08-13,04:10:12,Puerto Ibicuy,352002114,BEYOND 2,68.5,DelGuazu
2026-08-13,04:10:12,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.1,DelGuazu
2026-08-13,04:10:12,Puerto Dock Sud,701153000,PAULINO C,85.5,Braga
2026-08-13,04:10:12,Euroamercia S.A.,538011121,,207.4,Braga
2026-08-13,04:10:12,Siderca S.A.,352004044,,424.8,Braga
2026-08-13,04:10:12,R.h.a.s.a. - Pobater,701006513,,159.8,Braga
2026-08-13,04:10:12,Puerto Dock Sud,352287000,ELENA H,495.3,Braga
2026-08-13,04:10:12,R.h.a.s.a. - Pobater,701006318,MAMACOTA,160.4,Braga
2026-08-13,04:10:12,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.1,Braga
2026-08-13,04:10:12,Puerto Buenos Aires,755164000,BELEN B,362.8,Braga
2026-08-13,04:10:12,Puerto Dock Sud,701006380,GUSTAVO U,192.1,Braga
2026-08-13,04:20:11,Terminal 6 S.A. Muelle Sur,412523890,,129.5,SanLorenzo
2026-08-13,04:20:11,Cofco S.A.,701006742,DON JUAN N,245.3,SanLorenzo
2026-08-13,04:20:11,Unidad VI Servicios Portuarios S.A.,538009511,,177.3,SanLorenzo
2026-08-13,04:20:11,Cofco S.A.,352003111,KS CAMELLIA,137.1,SanLorenzo
2026-08-13,04:20:11,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,105.9,SanLorenzo
2026-08-13,04:20:11,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,100.3,SanLorenzo
2026-08-13,04:20:11,Axion San Lorenzo,538009801,HELIOS,157.6,SanLorenzo
2026-08-13,04:20:11,Vicentin S.A.I.C,371383000,FJ RUBY,204.9,SanLorenzo
2026-08-13,04:20:11,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,227.1,SanLorenzo
2026-08-13,04:20:11,Petrobras - Oil Combustible,248791000,AYANE,172.9,SanLorenzo
2026-08-13,04:20:11,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,96.3,SanLorenzo
2026-08-13,04:20:11,Central Termoeléctrica Timbués Renova,403698000,ALJAZI,152.2,SanLorenzo
2026-08-13,04:20:11,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,103.7,SanLorenzo
2026-08-13,04:20:11,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,285.1,SanLorenzo
2026-08-13,04:20:11,Aceitera General Deheza,477176800,MOUNT TARANAKI,229.7,SanLorenzo
2026-08-13,04:20:11,YPF Fluvial,701001056,ENRICO H,119.1,SanLorenzo
2026-08-13,04:20:11,Terminal 6 S.A. Muelle Norte,636017148,CONON,167.9,SanLorenzo
2026-08-13,04:20:11,Terminal Chacabuco YPF,701001114,IGUAZU,166.3,SanLorenzo
2026-08-13,04:20:11,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,384.0,SanLorenzo
2026-08-13,04:20:11,Terminal Chacabuco YPF,701001324,HALCON,117.2,SanLorenzo
2026-08-13,04:20:11,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,140.1,SanLorenzo
2026-08-13,04:20:11,Puerto Diamante,701006612,320 RIO PILCOMAYO,476.0,SanLorenzo
2026-08-13,04:20:11,Cofco S.A.,701006742,DON JUAN N,245.3,Rosario
2026-08-13,04:20:11,Terminal 6 S.A. Muelle Norte,636017148,,169.9,Rosario
2026-08-13,04:20:11,Cofco S.A.,352003111,KS CAMELLIA,137.1,Rosario
2026-08-13,04:20:11,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,105.9,Rosario
2026-08-13,04:20:11,Unidad VI Servicios Portuarios S.A.,538009511,FAIRCHEM FYNBOS,176.9,Rosario
2026-08-13,04:20:11,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,100.3,Rosario
2026-08-13,04:20:11,Axion San Lorenzo,538009801,HELIOS,157.6,Rosario
2026-08-13,04:20:11,Vicentin S.A.I.C,371383000,FJ RUBY,204.9,Rosario
2026-08-13,04:20:11,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,227.1,Rosario
2026-08-13,04:20:11,Petrobras - Oil Combustible,248791000,AYANE,172.9,Rosario
2026-08-13,04:20:11,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,96.3,Rosario
2026-08-13,04:20:11,Puerto Villa Constitución Unidad II,701006679,COOPOR ESTIBADOR I,63.7,Rosario
2026-08-13,04:20:11,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,103.7,Rosario
2026-08-13,04:20:11,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,285.1,Rosario
2026-08-13,04:20:11,Aceitera General Deheza,477176800,MOUNT TARANAKI,229.7,Rosario
2026-08-13,04:20:11,YPF Fluvial,701001056,ENRICO H,119.1,Rosario
2026-08-13,04:20:11,Terminal Chacabuco YPF,701001114,IGUAZU,166.3,Rosario
2026-08-13,04:20:11,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,384.0,Rosario
2026-08-13,04:20:11,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,140.1,Rosario
2026-08-13,04:20:11,Puerto Ibicuy,352002114,BEYOND 2,70.5,DelGuazu
2026-08-13,04:20:11,Siderca S.A.,352004044,KANAGI RIVER,427.0,DelGuazu
2026-08-13,04:20:11,Euroamercia S.A.,538011121,FEDERAL WISCONSIN,203.8,DelGuazu
2026-08-13,04:20:11,R.h.a.s.a. - Pobater,352006389,HAKATAJIMA SUNSHINE,358.6,DelGuazu
2026-08-13,04:20:11,Puerto Zárate,636016606,GOODWOOD,175.5,DelGuazu
2026-08-13,04:20:11,R.h.a.s.a. - Pobater,701006437,TITAN,163.5,DelGuazu
2026-08-13,04:20:11,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.5,DelGuazu
2026-08-13,04:20:11,R.h.a.s.a. - Pobater,701006318,MAMACOTA,160.3,DelGuazu
2026-08-13,04:20:11,Puerto Dock Sud,701124000,JULIO A,203.8,Braga
2026-08-13,04:20:11,Puerto Zárate,636016606,,174.9,Braga
2026-08-13,04:20:11,Puerto Ibicuy,352002114,,70.5,Braga
2026-08-13,04:20:11,Siderca S.A.,352004044,,427.0,Braga
2026-08-13,04:20:11,Euroamercia S.A.,538011121,FEDERAL WISCONSIN,203.8,Braga
2026-08-13,04:20:11,Puerto Dock Sud,701153000,,84.3,Braga
2026-08-13,04:20:11,Puerto Dock Sud,352287000,ELENA H,498.0,Braga
2026-08-13,04:20:11,R.h.a.s.a. - Pobater,701006437,,163.5,Braga
2026-08-13,04:20:11,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.5,Braga
2026-08-13,04:20:11,Puerto Buenos Aires,755164000,BELEN B,361.7,Braga
2026-08-13,04:20:11,Puerto Dock Sud,701006380,GUSTAVO U,191.7,Braga
2026-08-13,04:30:12,Terminal 6 S.A. Muelle Sur,412523890,,126.2,SanLorenzo
2026-08-13,04:30:12,Cofco S.A.,352003111,KS CAMELLIA,138.9,SanLorenzo
2026-08-13,04:30:12,Cofco S.A.,701006742,DON JUAN N,244.6,SanLorenzo
2026-08-13,04:30:12,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,106.6,SanLorenzo
2026-08-13,04:30:12,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,100.1,SanLorenzo
2026-08-13,04:30:12,Axion San Lorenzo,538009801,HELIOS,158.1,SanLorenzo
2026-08-13,04:30:12,Vicentin S.A.I.C,371383000,FJ RUBY,201.9,SanLorenzo
2026-08-13,04:30:12,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,227.2,SanLorenzo
2026-08-13,04:30:12,Petrobras - Oil Combustible,248791000,AYANE,172.9,SanLorenzo
2026-08-13,04:30:12,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,87.1,SanLorenzo
2026-08-13,04:30:12,Central Termoeléctrica Timbués Renova,403698000,ALJAZI,156.7,SanLorenzo
2026-08-13,04:30:12,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,105.0,SanLorenzo
2026-08-13,04:30:12,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,286.7,SanLorenzo
2026-08-13,04:30:12,Aceitera General Deheza,477176800,MOUNT TARANAKI,227.2,SanLorenzo
2026-08-13,04:30:12,YPF Fluvial,701001056,ENRICO H,117.7,SanLorenzo
2026-08-13,04:30:12,Terminal 6 S.A. Muelle Norte,636017148,CONON,169.8,SanLorenzo
2026-08-13,04:30:12,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,384.4,SanLorenzo
2026-08-13,04:30:12,Terminal Chacabuco YPF,701001114,IGUAZU,166.7,SanLorenzo
2026-08-13,04:30:12,Terminal Chacabuco YPF,701001324,HALCON,118.6,SanLorenzo
2026-08-13,04:30:12,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,144.2,SanLorenzo
2026-08-13,04:30:12,Puerto Diamante,701006612,320 RIO PILCOMAYO,477.4,SanLorenzo
2026-08-13,04:30:12,Cofco S.A.,352003111,KS CAMELLIA,138.9,Rosario
2026-08-13,04:30:12,Cofco S.A.,701006742,DON JUAN N,244.6,Rosario
2026-08-13,04:30:12,Unidad VI Servicios Portuarios S.A.,538009511,FAIRCHEM FYNBOS,179.1,Rosario
2026-08-13,04:30:12,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,106.6,Rosario
2026-08-13,04:30:12,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,100.1,Rosario
2026-08-13,04:30:12,Axion San Lorenzo,538009801,HELIOS,158.1,Rosario
2026-08-13,04:30:12,Vicentin S.A.I.C,371383000,FJ RUBY,201.9,Rosario
2026-08-13,04:30:12,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,227.2,Rosario
2026-08-13,04:30:12,Petrobras - Oil Combustible,248791000,AYANE,172.9,Rosario
2026-08-13,04:30:12,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,87.1,Rosario
2026-08-13,04:30:12,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,105.0,Rosario
2026-08-13,04:30:12,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,286.7,Rosario
2026-08-13,04:30:12,Aceitera General Deheza,477176800,MOUNT TARANAKI,227.2,Rosario
2026-08-13,04:30:12,YPF Fluvial,701001056,ENRICO H,117.7,Rosario
2026-08-13,04:30:12,Terminal 6 S.A. Muelle Norte,636017148,CONON,169.8,Rosario
2026-08-13,04:30:12,Puerto Villa Constitución Unidad II,701006679,COOPOR ESTIBADOR I,67.8,Rosario
2026-08-13,04:30:12,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,384.4,Rosario
2026-08-13,04:30:12,Terminal Chacabuco YPF,701001114,IGUAZU,166.7,Rosario
2026-08-13,04:30:12,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,144.2,Rosario
2026-08-13,04:30:12,Siderca S.A.,352004044,KANAGI RIVER,429.9,DelGuazu
2026-08-13,04:30:12,Euroamercia S.A.,538011121,FEDERAL WISCONSIN,205.3,DelGuazu
2026-08-13,04:30:12,Puerto Zárate,636016606,GOODWOOD,175.7,DelGuazu
2026-08-13,04:30:12,Puerto Ibicuy,352002114,BEYOND 2,70.4,DelGuazu
2026-08-13,04:30:12,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.7,DelGuazu
2026-08-13,04:30:12,R.h.a.s.a. - Pobater,701006318,MAMACOTA,159.4,DelGuazu
2026-08-13,04:30:12,Siderca S.A.,352004044,,427.0,Braga
2026-08-13,04:30:12,Puerto Dock Sud,701153000,PAULINO C,81.4,Braga
2026-08-13,04:30:12,Puerto Zárate,636016606,GOODWOOD,175.7,Braga
2026-08-13,04:30:12,R.h.a.s.a. - Pobater,701006318,MAMACOTA,159.5,Braga
2026-08-13,04:30:12,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.7,Braga
2026-08-13,04:30:12,Puerto Buenos Aires,755164000,BELEN B,362.3,Braga
2026-08-13,04:30:12,Puerto Dock Sud,701006380,GUSTAVO U,191.7,Braga
2026-08-13,04:40:11,Shell C.a.p.s.a.,701138000,POLARIS,201.0,SanLorenzo
2026-08-13,04:40:11,Terminal 6 S.A. Muelle Sur,412523890,,129.5,SanLorenzo
2026-08-13,04:40:11,Cofco S.A.,352003111,KS CAMELLIA,129.3,SanLorenzo
2026-08-13,04:40:11,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,99.9,SanLorenzo
2026-08-13,04:40:11,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,108.0,SanLorenzo
2026-08-13,04:40:11,Axion San Lorenzo,538009801,HELIOS,156.8,SanLorenzo
2026-08-13,04:40:11,Vicentin S.A.I.C,371383000,FJ RUBY,200.8,SanLorenzo
2026-08-13,04:40:11,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,227.7,SanLorenzo
2026-08-13,04:40:11,Petrobras - Oil Combustible,248791000,AYANE,173.0,SanLorenzo
2026-08-13,04:40:11,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,88.2,SanLorenzo
2026-08-13,04:40:11,Central Termoeléctrica Timbués Renova,403698000,ALJAZI,159.2,SanLorenzo
2026-08-13,04:40:11,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,101.3,SanLorenzo
2026-08-13,04:40:11,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,286.6,SanLorenzo
2026-08-13,04:40:11,Aceitera General Deheza,477176800,MOUNT TARANAKI,223.1,SanLorenzo
2026-08-13,04:40:11,YPF Fluvial,701001056,ENRICO H,119.6,SanLorenzo
2026-08-13,04:40:11,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,392.3,SanLorenzo
2026-08-13,04:40:11,Terminal 6 S.A. Muelle Norte,636017148,CONON,169.2,SanLorenzo
2026-08-13,04:40:11,Terminal Chacabuco YPF,701001324,HALCON,118.3,SanLorenzo
2026-08-13,04:40:11,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,141.8,SanLorenzo
2026-08-13,04:40:11,Puerto Diamante,701006612,320 RIO PILCOMAYO,477.9,SanLorenzo
2026-08-13,04:40:11,Cofco S.A.,352003111,KS CAMELLIA,129.3,Rosario
2026-08-13,04:40:11,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,99.9,Rosario
2026-08-13,04:40:11,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,108.0,Rosario
2026-08-13,04:40:11,Unidad VI Servicios Portuarios S.A.,538009511,FAIRCHEM FYNBOS,177.1,Rosario
2026-08-13,04:40:11,Axion San Lorenzo,538009801,HELIOS,156.8,Rosario
2026-08-13,04:40:11,Vicentin S.A.I.C,371383000,FJ RUBY,200.8,Rosario
2026-08-13,04:40:11,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,227.7,Rosario
2026-08-13,04:40:11,Petrobras - Oil Combustible,248791000,AYANE,173.0,Rosario
2026-08-13,04:40:11,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,88.2,Rosario
2026-08-13,04:40:11,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,101.3,Rosario
2026-08-13,04:40:11,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,286.6,Rosario
2026-08-13,04:40:11,Aceitera General Deheza,477176800,MOUNT TARANAKI,223.1,Rosario
2026-08-13,04:40:11,YPF Fluvial,701001056,ENRICO H,119.6,Rosario
2026-08-13,04:40:11,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,392.3,Rosario
2026-08-13,04:40:11,Terminal 6 S.A. Muelle Norte,636017148,CONON,169.2,Rosario
2026-08-13,04:40:11,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,141.8,Rosario
2026-08-13,04:40:11,Puerto Villa Constitución Unidad II,701006679,COOPOR ESTIBADOR I,70.7,Rosario
2026-08-13,04:40:11,Puerto Ibicuy,352002114,BEYOND 2,69.8,DelGuazu
2026-08-13,04:40:11,Siderca S.A.,352004044,KANAGI RIVER,426.9,DelGuazu
2026-08-13,04:40:11,Euroamercia S.A.,538011121,FEDERAL WISCONSIN,206.5,DelGuazu
2026-08-13,04:40:11,Puerto Zárate,636016606,GOODWOOD,175.4,DelGuazu
2026-08-13,04:40:11,R.h.a.s.a. - Pobater,701006513,AMANCAY,159.8,DelGuazu
2026-08-13,04:40:11,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.3,DelGuazu
2026-08-13,04:40:11,R.h.a.s.a. - Pobater,701006318,MAMACOTA,160.4,DelGuazu
2026-08-13,04:40:11,Puerto Dock Sud,701124000,,202.5,Braga
2026-08-13,04:40:11,Siderca S.A.,352004044,,426.9,Braga
2026-08-13,04:40:11,Euroamercia S.A.,538011121,,206.5,Braga
2026-08-13,04:40:11,Puerto Dock Sud,701153000,PAULINO C,83.0,Braga
2026-08-13,04:40:11,Puerto Zárate,636016606,,175.4,Braga
2026-08-13,04:40:11,Maripasa S.A.,701137000,PUNTA PIRAMIDES,167.3,Braga
2026-08-13,04:40:11,Puerto Dock Sud,701006380,GUSTAVO U,190.4,Braga
2026-08-13,04:40:11,Puerto Buenos Aires,755164000,BELEN B,359.8,Braga
2026-08-13,04:50:11,Terminal 6 S.A. Muelle Sur,412523890,YU LONG LING,128.7,SanLorenzo
2026-08-13,04:50:11,Cofco S.A.,701006742,DON JUAN N,242.7,SanLorenzo
2026-08-13,04:50:11,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,107.2,SanLorenzo
2026-08-13,04:50:11,Cofco S.A.,352003111,KS CAMELLIA,129.7,SanLorenzo
2026-08-13,04:50:11,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,99.9,SanLorenzo
2026-08-13,04:50:11,Shell C.a.p.s.a.,701138000,POLARIS,199.8,SanLorenzo
2026-08-13,04:50:11,Axion San Lorenzo,538009801,HELIOS,158.2,SanLorenzo
2026-08-13,04:50:11,Vicentin S.A.I.C,371383000,FJ RUBY,205.2,SanLorenzo
2026-08-13,04:50:11,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,226.7,SanLorenzo
2026-08-13,04:50:11,Petrobras - Oil Combustible,248791000,AYANE,169.9,SanLorenzo
2026-08-13,04:50:11,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,92.2,SanLorenzo
2026-08-13,04:50:11,Central Termoeléctrica Timbués Renova,403698000,ALJAZI,153.1,SanLorenzo
2026-08-13,04:50:11,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,103.2,SanLorenzo
2026-08-13,04:50:11,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,288.0,SanLorenzo
2026-08-13,04:50:11,Aceitera General Deheza,477176800,MOUNT TARANAKI,228.7,SanLorenzo
2026-08-13,04:50:11,YPF Fluvial,701001056,ENRICO H,119.0,SanLorenzo
2026-08-13,04:50:11,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,389.2,SanLorenzo
2026-08-13,04:50:11,Terminal 6 S.A. Muelle Norte,636017148,CONON,169.1,SanLorenzo
2026-08-13,04:50:11,Terminal Chacabuco YPF,701001114,IGUAZU,164.9,SanLorenzo
2026-08-13,04:50:11,Terminal Chacabuco YPF,701001324,HALCON,118.2,SanLorenzo
2026-08-13,04:50:11,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,143.0,SanLorenzo
2026-08-13,04:50:11,Puerto Diamante,701006612,320 RIO PILCOMAYO,479.0,SanLorenzo
2026-08-13,04:50:11,Cofco S.A.,701006742,DON JUAN N,242.7,Rosario
2026-08-13,04:50:11,Petrobras - Oil Combustible,248791000,AYANE,172.9,Rosario
2026-08-13,04:50:11,Cofco S.A.,352003111,KS CAMELLIA,129.7,Rosario
2026-08-13,04:50:11,Terminal Chacabuco YPF,636024947,NAVIGATOR TITAN,99.9,Rosario
2026-08-13,04:50:11,Unidad VII Servicios Portuarios S.A.,636023896,CYTA,107.6,Rosario
2026-08-13,04:50:11,Unidad VI Servicios Portuarios S.A.,538009511,FAIRCHEM FYNBOS,175.2,Rosario
2026-08-13,04:50:11,Axion San Lorenzo,538009801,HELIOS,158.2,Rosario
2026-08-13,04:50:11,Vicentin S.A.I.C,371383000,FJ RUBY,205.2,Rosario
2026-08-13,04:50:11,Louis Dreyfus y Cia. Ltda. Muelle Aceitero,352002477,TRUSTN TRADER,226.7,Rosario
2026-08-13,04:50:11,ADM Agro Terminal El Tránsito,538004748,FEDERAL TAMBO,92.2,Rosario
2026-08-13,04:50:11,Puerto San Lorenzo,352002669,LOWLANDS DIAMOND,103.2,Rosario
2026-08-13,04:50:11,Cargill S.A. Villa Gdor. Gálvez,357197000,CHEMROUTE SKY,288.0,Rosario
2026-08-13,04:50:11,Aceitera General Deheza,477176800,MOUNT TARANAKI,228.7,Rosario
2026-08-13,04:50:11,YPF Fluvial,701001056,ENRICO H,119.0,Rosario
2026-08-13,04:50:11,Terminal 6 S.A. Muelle Norte,636017148,CONON,169.1,Rosario
2026-08-13,04:50:11,Molinos Rí­o De La Plata,538008843,CHAMPION POMER,389.2,Rosario
2026-08-13,04:50:11,Terminal Chacabuco YPF,701001114,IGUAZU,164.9,Rosario
2026-08-13,04:50:11,Puerto Villa Constitución Unidad II,701006679,COOPOR ESTIBADOR I,76.5,Rosario
2026-08-13,04:50:11,Cofco Internacional Argentina S.A.,477694600,ISLAND BAY,143.0,Rosario
2026-08-13,04:50:11,Siderca S.A.,352004044,KANAGI RIVER,427.0,DelGuazu
2026-08-13,04:50:11,Euroamercia S.A.,538011121,FEDERAL WISCONSIN,205.0,DelGuazu
2026-08-13,04:50:11,Puerto Zárate,701006327,SAN ANTONIO,135.0,DelGuazu
2026-08-13,04:50:11,Puerto Zárate,636016606,GOODWOOD,175.8,DelGuazu
